,author,rating,title,content,date,verified,image_url,Actual_Label,sentiment,Adjacent_Words,Positive_Count,Negative_Count
260,Amazonuser,1.0,Not compatible with MacBook Pro M1,"
This camera is not compatible with MacBook Pro M1.If you’re looking for a camera for livestreams this is not the one if you use MacBook Pro.I have the webcam utility installed and it did not work.
","Reviewed in the United States on March 8, 2022",Verified Purchase,,0,0.0,,0,0
254,Grumpy ,1.0,Big dissapoint :(,"
I don't know what I bought until I purchase a sd card!  Never have I had this happen with any digital camera. I'll have to review later. :(
","Reviewed in the United States on March 7, 2023",Verified Purchase,,0,-0.25,"digital, sd",0,0
132,Mezzonora,4.0,Challenging,"
Working to figure it out. And annoying to have to downloadanual, which is not always clear. Thank heavens for YouTube
","Reviewed in the United States on March 31, 2023",Verified Purchase,,1,-0.35000000000000003,,0,0
152,Robbie,4.0,Great buy I just have one issue.,"
I love this camera, I’m new to photography and it’s easy to learn with camera. I really just have one issue, I wish the camera had an audio input for an external mic other than that it’s awesome thus far.
","Reviewed in the United States on March 31, 2021",Verified Purchase,,1,0.2805871212121212,"new, photography",0,0
12,Scott Sinclair,5.0,Great Starter Camera,"
Very happy with our purchase!
","Reviewed in the United States on March 30, 2024",Verified Purchase,,1,1.0,,0,0
205,Denise M.,2.0,Broke after 1 1/2 years - barely used,"
Bought this for my daughter in high school.  She just started to truly use it.  I picked this camera because it is the same type as the school uses.  I knew she would be able to learn more quickly the bells and whistles.She's just now taking the class.  Using it a lot and treats it well.  All said, the camera corrupted the digital disk(s) and she lost all her pictures from a shoot.  Now she's running around trying to find someone who will fix it.Not happy.  Lost priceless pictures.  (No I did not buy the insurance.  I expected it to work and I expected my kid to take good care of it - which she has)
","Reviewed in the United States on March 30, 2022",Verified Purchase,,0,0.3448484848484848,care,0,0
16,Ingrid,5.0,Love this,"
Love this camera! Takes very good pictures
","Reviewed in the United States on March 3, 2024",Verified Purchase,,1,0.7675,"takes, pictures",0,0
17,toni,5.0,Great starter,"
Easy to use great for beginners
","Reviewed in the United States on March 3, 2024",Verified Purchase,,1,0.6166666666666667,beginners,0,0
11,Johnny C.,5.0,Game changer,"
Use it for a small church live streaming.It works great!
","Reviewed in the United States on March 28, 2024",Verified Purchase,,1,0.29545454545454547,streaming.it,0,0
170,Dean Birdington,3.0,Cell phone takes better pictures,"
I am not a photographer but figured this would take better pictures than a phone! The product was fine and easy to use, but the quality of picture was by far better on my iPhone 14 and I can zoom in way more on my iPhone!I bought this camera because my thought was spending $500 on a product that is dedicated to being a camera would just overall take better photos than a phone.  I gave it a lot of time and even had others make sure everything is set up, before I gave up on it!Eventually it was not worth it and even more disappointing was my iPhone could zoom in way more than this camera. I would have to buy a 1,000 dollar lens just to have the same zoom in strength as my iphone!
","Reviewed in the United States on March 25, 2024",Verified Purchase,,0,0.27321428571428574,,0,0
156,Millie,4.0,Arrived on time and as described,"
Works as expected.
","Reviewed in the United States on March 25, 2022",Verified Purchase,,1,-0.1,,0,0
63,InDaKnow,5.0,Couldn’t Be Happier,"
For my entire life I’ve loved photography but have never owned anything more than your average point-n-shoot cameras in the $100-200 range (my last one was a low-end Panasonic Lumix). Or for the past decade I’ve only used the camera on my iPhone. I was lucky to receive a few Amazon gift cards on my recent birthday so I finally bit the bullet and bought this one. And may I just say...wow. I couldn’t be more pleased.The main thing I’ve always wanted was a camera that could shoot with good depth of field. You know, where the subject being photographed is in sharp focus but the background is blurry, giving the object a more realistic, 3-D look. This camera does that spectacularly, even in fully-automatic, auto-focus mode.I’ve also always wanted a camera that can take great low-light / night shots. My iPhone camera was actually not bad for day-to-day photos but it took HORRIBLE night shots. The moon, for example, was always nothing more than a blurry blob no matter how still I  stayed. Not so with this camera! The dark shots I’ve taken thus far have all been nice and crisp/clear rather than grainy.  Overall I’m very, very happy with my purchase and I haven’t even used the extra telephoto lens that came with it yet! There is still so much I have yet to learn about its many features so I know it’s only going to get better and better once I learn what all its many options can do.
","Reviewed in the United States on March 25, 2021",Verified Purchase,https://images-na.ssl-images-amazon.com/images/I/C167bVk5xtS._SY88.jpg,1,0.22285714285714286,"depth, /",0,0
224,The Beautiful Cakes,1.0,Video features is not working,"
The camera is good however the video features is not working it stopped recording at two second
","Reviewed in the United States on March 23, 2024",Verified Purchase,,0,0.35,"good, camera",1,0
171,Spunk,3.0,Disappointed,"
I received camera, but strange the LCD screen did not have a potective screen on. Power on the camera and London location was on. I ordered new but clearly this item is used. I'm returning.
","Reviewed in the United States on March 23, 2024",Verified Purchase,https://m.media-amazon.com/images/I/61CEmubiL7L._SY88.jpg,0,0.062121212121212126,,0,0
199,landon,3.0,should of bought a sony a6400,,"Reviewed in the United States on March 21, 2024",Not Verified,https://m.media-amazon.com/images/I/61G-jvWUM-L._SY88.jpg,0,0.0,,0,0
172,LIU LEI,3.0,No Flash card,"
I know this is beginner camera. But I didn't realize it didn't have a flash card. It's a gift for a friend, but it is embarrassed. He needs to buy flash card....
","Reviewed in the United States on March 19, 2024",Verified Purchase,,0,0.0,"beginner, flash, flash",0,0
136,Cesar,4.0,Great starting camera,"
Bought it as a gift and my brother absolutely loves it
","Reviewed in the United States on March 17, 2023",Verified Purchase,,1,0.2,,0,0
101,Chimaya Smith,4.0,Shipping good,"
My husbands loves it. He thought it shot in 4K but ig it doesn’t.
","Reviewed in the United States on March 16, 2024",Verified Purchase,,1,0.0,,0,0
4,Aaron,5.0,Great gift,"
Great beginning set up.  Takes nice pictures and really feels good in hand.
","Reviewed in the United States on March 15, 2024",Verified Purchase,,1,0.575,"feels, hand",0,0
153,Yukom Purkan,4.0,Fantastic camera,"
This runs circles around my old camera, but it's kinda heavy for me.
","Reviewed in the United States on March 14, 2022",Verified Purchase,,1,-0.05,old,0,0
13,Crystal Rodriguez,5.0,My son loves this product!,"
My son started a photography class and chose this camera and loves it!
","Reviewed in the United States on March 13, 2024",Verified Purchase,,1,0.0,,0,0
252,Amazon Customer,1.0,Camera doesnt focus and takes blurry pictures..,"
This camera has been nothing but blurry and won't focus I'm having such a hard time either this camera I feel I wasted my money the camera never ever focuses from I got it I never ever got a good picture it's not Worth it camera doesn't focus..
","Reviewed in the United States on March 13, 2022",Verified Purchase,,0,0.011666666666666653,"worth, picture, hard",1,1
216,Roll Once,2.0,Poor Video Streaming Capability,"
I bought the Canon EOS Rebel T7 DSLR camera for streaming videos on social media.  I was unpleasantly surprised by the poor quality of the video.  The quality reminds me of the early days of the digital cameras when pictures were dark and pixelated.  For the price, this camera is disappointing.
","Reviewed in the United States on March 12, 2022",Verified Purchase,,0,-0.13095238095238096,"disappointing, poor",0,2
166,Dennis,4.0,Good camera,"
Easy to use, good low light camera
","Reviewed in the United States on March 11, 2022",Not Verified,,1,0.3833333333333333,"low, light",0,0
275,Kc,1.0,Useless!,"
Useless!
","Reviewed in the United States on March 10, 2021",Verified Purchase,,0,-0.625,,0,0
119,T alexander,4.0,Good camera,"
I've lost count of how many times I've tried to download my photos onto my iPhone, but it seems almost impossible. I follow all the steps for transferring them onto my phone, and at the final step, I select the photos I want to download and, it never seems to actually enter into my phone. hit OK. However
","Reviewed in the United States on June 8, 2023",Verified Purchase,,1,0.06666666666666668,,0,0
144,Edward Quince,4.0,Great step up when your cell phone camera doesn't cut it anymore.,"
Takes great camera shots.  Easy to use.  Bought it for video taking and the videos turn out really well as long as you use a tripod.  What I don't like is the wifi will connect to everything (other camera's, a cell phone) and even upload to the internet through your home wifi, but IT WILL NOT (Canon states this if you look hard at their website) upload to your computer through wifi?  What on earth were they thinking?  It doesn't come with a USB chord, either.  Other than that,  I have been pleased with it as it is simple to use and does have a lot of features.
","Reviewed in the United States on June 8, 2020",Verified Purchase,,1,0.14907407407407405,"great, other, takes, camera, shots",1,0
274,Robert Adens,1.0,Don't waste your money,"
The mic on this camera is trash
","Reviewed in the United States on June 7, 2020",Verified Purchase,,0,0.0,trash,0,1
179,Meaghan,3.0,Doesn't work as a webcam well,"
If you have windows and can use the software provided, maybe this camera can function as a decent webcam. If you use linux don't buy this to use as a webcam. You can only use a resolution lower than 720P. Some goofy, non-standard resolution. Since I can't use this in OBS studio, it's a paper weight to me. I gave it to my wife.
","Reviewed in the United States on June 29, 2023",Verified Purchase,,0,0.2222222222222222,,0,0
177,David Chamberlain,3.0,Overall a good entry level camera with one glaring omission,"
I bought this camera to upgrade and replace my elder EOS Rebel XTi. The XTi was and still is an excellent camera but it had suffered significant pin damage in the CF card slot and I decided to upgrade instead of having it fixed.The T7 is an excellent entry level camera. While it has some lesser features vs the T7i it is still a very capable camera both in automatic mode and in Program Auto or Manual.The feature I was most disappointed in is the ""Built in Wi-Fi."" Yes, the camera has built in Wi-Fi. You can connect via infrastructure mode (through your home router) or Wi-Fi direct to a smart phone with the Canon smart phone app, to other Canon cameras, certain printers and to a Canon web service.What you cannot do is what you would think would be obvious. You cannot connect the camera via Wi-Fi to the Wi-Fi enabled Canon EOS Utility on a desktop or laptop, in order to download pictures to your computer wirelessly. I was a bit surprised, given that I had a Wi-Fi enabled camera and a Wi-Fi enabled Canon utility that the two would not work together, but apparently Canon chose not to include that feature in the camera's firmware. All the hardware is there to do it, it is simply a software feature not included.So, I knocked a star off of what would have been a 5 star review for the missing feature, and another star off for not making it clear that their Wi-Fi support didn't support one of the most obvious features. I would think anyone who is familiar with Canon's offerings would expect the Wi-Fi enabled camera to connect to the Wi-Fi enabled utility.
","Reviewed in the United States on June 29, 2021",Verified Purchase,,0,0.1870408163265306,"excellent, capable, enabled, smart, other, familiar, smart, smart",5,0
214,Horses101,2.0,Not very good,"
Didn't talk very good pic
","Reviewed in the United States on June 24, 2023",Verified Purchase,,0,0.9099999999999999,pic,0,0
253,jencat,1.0,Don’t believe the reviews,"
I bought this because of all the great reviews and this was. Huge mistake. There is no focus on it, it doesn’t lock in on an object and focus correctly. The pictures looked low quality compared to my other cannon
","Reviewed in the United States on June 20, 2022",Verified Purchase,,0,0.26875000000000004,"reviews, low",0,0
218,Miguel,2.0,Broken batter charger.,"
Buy it, just not on Amazon. I was about to buy it at Best Buy, but they had to order it and it would take too long, so I went with the familiar option; Amazon. It got here quickly, but the battery charger didn't work. Leave the expensive tech to tech stores and everything else to Amazon. Very good camera for beginners, though.
","Reviewed in the United States on June 19, 2021",Verified Purchase,,0,0.3447222222222222,"good, camera",1,0
187,fatima ezzahra belbaroudi,3.0,great for beginners,"
the quality of the pictures is really great specially if you're a beginner and you want to learn photography, it's really great what this camera in terms of taking pictures can do, but for videos it's really not that good that's why I only gave it 3 stars because making videos is important for me too.
","Reviewed in the United States on June 11, 2022",Verified Purchase,https://m.media-amazon.com/images/I/61WTxrQeJTL._SY88.jpg,0,0.4224489795918367,,0,0
55,Laurence J R,5.0,Great camera at any price point !! Same 24mp chip as the T7i,"
I learned photography on 50k Hasselblad cameras. 30 to 50MP back in 2008 that cost as much as a car but let me tell you this little camera can take some good shots. Anyone that says it's hard to use is not to bright lol. There are like a half dozen automatic modes on a knob. I was shocked how well they work. Manual can do 30 seconds of exposure for astrophotography. My only complaint is most automatic modes seem to flip out the flash in low light. Not sure it that can be turned off. I love the raw+ jpeg setting. Let you take two photos at the same time basically. Don't get me wrong the jpeg files look 90% of the raw and 1/3 the size. Awesome camera so far. Next is astrophotography testing.
","Reviewed in the United States on June 1, 2023",Verified Purchase,,1,0.08880992196209588,"little, shots, same",0,0
228,Andrew Healey,1.0,Used Camera,"
The look on my daughter's face when she opened her birthday present and found the camera bag was stained and dirty, the rear screen was scratched, the lenses were covered in fingerprints, and she realized she got a used camera and we paid full price.Pretty disappointing. Going to a box store next time. Figured I'd be okay buying from Canon. But apparently they're another one sending out used gear as new.
","Reviewed in the United States on July 8, 2023",Verified Purchase,,0,-0.020454545454545454,next,0,0
271,Deanna Filgo,1.0,Defective,"
Product already doesn’t work and I only used a few times.
","Reviewed in the United States on July 8, 2021",Verified Purchase,,0,-0.1,,0,0
229,ob,1.0,Used Camera sold as New Camera- Deceptions,"
When I bought this camera, I was made to believe it was a new camera and it was shipped and delivered overnight. But when I opened the box, I instantly knew that it was a used camera that was deceptively sold as new. No manual, and the camera looked used. I have returned it and am still waiting for my refund. Since I need a camera to shoot some videos, I reordered the same type of camera but as a package with other items. The moment I opened the box I knew the second ordered camera was new. It looked new and clean, manual and other items were new and included.  I didn't make mistake in returning the first ordered camera. Waiting for my refund.
","Reviewed in the United States on July 7, 2022",Verified Purchase,,0,0.08737373737373737,"new, used, second, new, first, camera, camera, items",0,0
130,Abdiel,4.0,"If you know what you’re doing, you can get a lot done with just the kit lense","
Nice build quality, the pictures come out really good with just the kit lense, definitely recommend for any beginner who has never tried photography! Videos suck, but with some editing and good lighting, you can get a video that is good enough for small businesses. I bought a used T7 and the one thing I would change is the eye lense is very blurry, I have to take most of my pictures on the digital display because with the eye lense, you can’t tell if the person or item is in focus. 4/5 camera, if you have the money definitely buy a new camera or go for the cannon M50 or the M50 mark II.
","Reviewed in the United States on July 7, 2022",Verified Purchase,,1,0.27386363636363636,"new, editing, lighting, camera",0,0
195,Amazon Customer,3.0,it wont except fd or ef lenses. uuug,"
wish it would take ef or fd lenses
","Reviewed in the United States on July 7, 2022",Verified Purchase,,0,0.0,,0,0
169,nathalie,4.0,The Best!!,"
This is my first professional camera and I am so happy with my purchase. A friend of mine git me into photos and I'm hooked.  He said for the price and the type of camera I got a steal!!
","Reviewed in the United States on July 6, 2021",Verified Purchase,,1,0.45,"first, professional",0,0
48,A King,5.0,"I love the NFC technology so much, this camera is so worth it!","
I have been using my beloved Canon T3 in the past 15 years. Lately, the connection between the camera and the lense has been acting up. After reading a lot of articles and contacting camera repairs, I decided to go ahead and get a new Canon. I am above and beyond happy to have my new Canon T7 with NFC technology.First, I  already know the quality and love Canon (many pictures taken by this T7 are available in my  storefront). Second, this T7 save me so much time by simply turning on the NFC option and get all the pictures downloaded to my smartphone. I am not a photographer; just a person who loves taking pictures. This camera is my new best friend!
","Reviewed in the United States on July 3, 2023",Verified Purchase,https://m.media-amazon.com/images/I/61Muf7GiM0L._SY88.jpg,1,0.2474431818181818,"beloved, new, new, many, much, canon, canon, t7, friend",1,0
240,tharzill,1.0,Spots,"
This is the second Rebel T7  I have bought in the last 6 or 7 weeks. The first one had a messed up sensor on it. I sent it back to Canon for repair. It came back worse than when I sent it. They wanted me to send it to them again. HA! But, I had a ton of lenses for a Canon I cannot afford to replace, so I am stuck with one.This second one has what appears to be oil spots on the photos. I am returning it and lenses or no, I am going to purchase a Nikon.
","Reviewed in the United States on July 3, 2019",Verified Purchase,,0,-0.03571428571428571,,0,0
192,Lisette,3.0,Great Pictures! Videos? Not so much.,"
This was my first ""professional camera"" but I did not enjoy it & ended up returning it after a few weeks. The picture quality is great, it takes a while to focus on the main object. Videos are a whole different story, the quality is not good whatsoever unless you're going to be standing in one spot.
","Reviewed in the United States on July 29, 2021",Verified Purchase,,0,0.0851851851851852,"professional, whatsoever, quality, great",1,0
182,Amazon Customer,3.0,Good,"
I return this camera because the pictures to me where not as clear as I thought they should be but that just me
","Reviewed in the United States on July 27, 2023",Verified Purchase,,0,0.10000000000000002,,0,0
230,Robin dolarian,1.0,junk,"
I don't know any of the features due to the fact the camera wouldn't format sd card. I called canon  NO ONE KNEW HOW TO FIX PROBLEM.  they wanted me to send it in.  no I'll return this crap and buy a Nikon.
","Reviewed in the United States on July 26, 2023",Verified Purchase,,0,-0.4625,sd,0,0
202,Monicke Boggess,2.0,Not worth the price listed(400 bucks)!,"
The camera is ok. I was hoping for more. Most of the buttons don’t work because it’s just a base camera. The lens that came with the camera (18 -55mm), has to be adjusted by hand manually. If you’re looking for a beginner camera their are other brands that won’t set you back 400 bucks for basic videos and photos.
","Reviewed in the United States on July 26, 2023",Verified Purchase,,0,0.08214285714285714,ok,0,0
84,M&M,5.0,So far so good,"
My 16 yr old is really into taking photos on her phone, after taking a class she got an intro to DSLR cameras and we found this one which seems like a good entry level DSLR.  So far (first week) she is really happy with it, the pictures look amazing too!
","Reviewed in the United States on July 25, 2023",Verified Purchase,,1,0.4142857142857143,"entry, level",0,0
115,DJH,4.0,Not what I needed,"
After my bridge camera broke, I thought I would upgrade to a ""real"" camera. I was underwhelmed by the zoom and would not want to lug around multiple lenses to catch both close action and distant. It did take really nice photos when I tested it. Just not what I was looking for.
","Reviewed in the United States on July 25, 2023",Verified Purchase,,1,0.16,real,0,0
223,Rain Forever ,1.0,dpi is 72,"
the color isnt too bad, but the dpi is 72 (6000x4000) and therefore pretty horrible pictures, and unable to make decent prints. I do urban wildlife photography and this camera seems a lot worse than my iphoneSE. Forget taking pictures of wildlife or animals with this camera, you'd have to be right up in their faces. the catapillar thing took several minutes to focus enough to take. Also it wouldnt let me change iso and the screen never showed me what i was taking a picture of, you have to use viewfinder. this camera feels mid 90s in quality and overly complicated to use for being an incredibly low quality camera, Im going to have to go with a nikon again. very dissapointed.
","Reviewed in the United States on July 24, 2023",Verified Purchase,https://m.media-amazon.com/images/I/71PVWjb6qDL._SY88.jpg,0,-0.15697278911564624,"low, low, urban",0,0
88,Amazon Customer,5.0,Excellent!!!,"
Got this camera months ago for family photos and since then learned Adobe Lightroom, got the cord for webcam and livestream. For entry level this camera is amazing. Look into Color Profiles also to real full potential of your photos
","Reviewed in the United States on July 23, 2023",Verified Purchase,https://m.media-amazon.com/images/I/71EYV-X0F9L._SY88.jpg,1,0.375,,0,0
113,Joe T.,4.0,"Not good for video, great entry camera for still shots","
If you just need an easy entry level camera to give you good still shots or non-action video (where you're just sitting in front of a camera) then this is good option. Be sure to buy the ""nifty fifty"" lens too, it's great. If you think you're going to become a videographer with this think again. No auto focus on video mode so you'll never keep a moving object in focus.  Outside of that it's an awesome camera.
","Reviewed in the United States on July 21, 2023",Verified Purchase,,1,0.5904761904761904,"awesome, shots, option, entry, level",1,0
206,YungLoser ,2.0,Missing Charger,"
The charger that came with this camera does not charge the battery in this camera, I haven't been able to use this camera once since purchasing
","Reviewed in the United States on July 19, 2023",Verified Purchase,,0,0.5,,0,0
81,Yanet & Saul,5.0,Awesome Picture Quality,"
We bought this camera to start photographing our travels/adventures and also our family memories. I absolutely Love the quality of the pictures. Easy to read instruction booklet for setup and easy to use. I am  super happy and satisfied with this purchase. We recommend it to anyone 100%.
","Reviewed in the United States on July 17, 2023",Verified Purchase,https://m.media-amazon.com/images/I/61Pv1yJfBgL._SY88.jpg,1,0.5,setup,0,0
151,Amazon Customer,4.0,A little disappointed,"
Battery charger didn’t work. Help desk was nice but not helpful. Cheaper to buy a replacement charger than jump through the hoops of all the paperwork for replacement. That was disappointing otherwise the camera is lovely.
","Reviewed in the United States on July 16, 2021",Verified Purchase,,1,0.16666666666666666,,0,0
83,mike caron,5.0,Great camera!,"
My girlfriend always had a point and shoot camera this is her first real camera to become a little bit more experienced photographer and she loves it.The price point is the reason for the purchase it’s an affordable price without going overboard in case she didn’t really like the hobby.
","Reviewed in the United States on July 15, 2023",Verified Purchase,,1,0.21607142857142855,"first, real, it.the, affordable",1,0
67,milehival,5.0,Love this camera,"
Absolutely love this Canon camera. Bought it to photograph my daughters wedding in our back yard. And it arrived on time so I could practice getting used to it. It takes great pictures and is so easy to use. I had a Canon AE1 back in the 80s and loved it, so it helped me in my decision. I have already purchased accessories for it. Its the perfect camera for my hobby as a photographer. God bless technology advances in designing this didital camera… no more film to get developed!!
","Reviewed in the United States on July 15, 2023",Verified Purchase,,1,0.37106481481481485,"perfect, pictures",1,0
122,MariB,4.0,New camera,"
Nice camera - wish the instructions were written better
","Reviewed in the United States on July 14, 2023",Verified Purchase,,1,0.55,,0,0
43,George,5.0,Easy to use out of the box and has excellent pro capabilities,"
The T7 is an excellent value for the money.  I got a 128GB microSDXC uhs-1 card at Microcenter (no buffering so far). Very easy to use; advanced capabilities for taking very professional pictures.  This is the third Canon I have owned (AE-1, PowerShot, now the T7) and I am very happy the T7.  The kit lenses, 18-55mm & 75-300mm, are great for general photography (I have done some real estate photography and the 18mm setting is very good for showing a whole room).  I may invest in a Canon fixed 50mm lens for portraits.  I will also get a second battery.  This is such a popular camera, there are literally hundreds of YouTube videos on how the learn the basics and how to employ the T7's advanced settings (get off the Auto settings as soon as you can)
","Reviewed in the United States on July 13, 2023",Verified Purchase,,1,0.3796078431372549,"popular, third, general, real, second, uhs-1",1,0
76,Amanda,5.0,Definitely worth it!,"
I was debating if spending $500 on a camera from Amazon was worth it. But I’ve had this camera for a few months now and am loving it! Mostly use it to take pictures / action shots of my dog. Once you learn the settings, the camera really does take amazing photos! And two lenses for $500 seems like a steal!
","Reviewed in the United States on July 11, 2023",Verified Purchase,https://m.media-amazon.com/images/I/7186QN4dN4L._SY88.jpg,1,0.3696428571428572,,0,0
73,Kindle Customer,5.0,What's not to like?,"
I needed an upgrade to my current camera and this one is perfect. My T6 was starting to not be able to focus correctly so this one is perfect. It focuses exactly like it should and takes awesome fireworks like it should. I love it and am glad I bought it. It came with an extra battery and battery charger and that's a plus.
","Reviewed in the United States on July 11, 2023",Verified Purchase,,1,0.475,"current, extra",0,0
116,Zb22,4.0,Beginner user friendly,"
I like this camera as somebody who has little experience with photography. My biggest qualm at the moment is that almost every preset uses the flash. This wouldn’t be a huge deal except I have a newborn and don’t want to have a flash every picture I take. Something very simple but it limits how much I reach for the camera at this stage of life.
","Reviewed in the United States on July 1, 2023",Verified Purchase,,1,0.10312500000000002,,0,0
87,ashlee,5.0,Great camera for entry level,"
My husband loves this. It’s great quality for the price. He wants to get another lens to be able to zoom in more but otherwise is obsessed with it. He did say he wished it came with a camera bag. I looked at quite a few cameras before buying this one and we are both happy with this purchase.
","Reviewed in the United States on July 1, 2023",Verified Purchase,,1,0.3,"quality, s, great",1,0
135,Guillermo Pérez Ch,4.0,,"
Es una cámara de calidad que ofrece lentes intercambiables que es ideal para iniciar profesionalmente en el campo de la fotografía
","Reviewed in the United States on January 9, 2023",Verified Purchase,,1,0.9,,0,0
217,Mike64,2.0,This thing just doesn't focus. I read and followed the manual and am very dissappointed.,"
Focus. Just getting the thing to focus, no matter what setting. I don't need all the bells and whistles, and this really seemed to just stick to what you need. With the name brand, several models of history behind it, you would think they got it right. Maybe mine is a dud. And phone camera will take much clearer photos in a much quicker matte of time. This sees to be only good for a 8 foot fixed distance of still photography. Really disappointed hopefully this is a fluke. Returning.
","Reviewed in the United States on January 8, 2021",Verified Purchase,,0,0.05357142857142858,,0,0
234,Amazon Customer,1.0,Pictures were blurry,"
Not a good definition photo at all
","Reviewed in the United States on January 7, 2024",Verified Purchase,,0,-0.35,"definition, photo",0,0
45,WILLIAM JOINER,5.0,Great csmera,"
Canon makes Great camera equipment and Enos camera is no exception!
","Reviewed in the United States on January 7, 2024",Verified Purchase,,1,1.0,,0,0
26,Kilian Cahill,5.0,Awesome Experience and happy with product!,"
Seller was in constant communication with us for shipping process and went above and beyond to make sure we were satisfied! This was our first time with a ‘used - “like new”’ product and I have to say I’m very pleased. Camera was truly like new! Can’t wait to go out and make some memories with it. Thank you for your great customer service, David!
","Reviewed in the United States on January 6, 2024",Verified Purchase,,1,0.3702020202020202,"customer, service, first, “, ”, ’",0,0
33,Mel'India,5.0,Great Camera,"
My daughter loves this camera. We got it for her as a gift and she hasn’t put it down. Only thing is we wish it had a microphone we could buy to get better sound for videos.
","Reviewed in the United States on January 6, 2024",Verified Purchase,,1,0.18611111111111112,,0,0
219,Delilah,2.0,Shabby camera it was returned,"
Horrible camera don't buy
","Reviewed in the United States on January 5, 2023",Verified Purchase,,0,-1.0,horrible,0,1
243,kevin dunkle,1.0,Used camera,"
I ordered this from this selection because it was to come from Canon new. When I received it the box the camera came in and the box for the 75-300 lens both had the factory seals cut, nothing was in the factory packaging, and there’s no manuals.
","Reviewed in the United States on January 4, 2023",Verified Purchase,,0,0.13636363636363635,"new, canon, 75-300",0,0
47,R.K Hutch,5.0,Kid loves it,"
My son lived his Xmas present. He always using it now lol
","Reviewed in the United States on January 3, 2024",Verified Purchase,,1,0.4,,0,0
139,Amazon Customer,4.0,Needs a SIM card,"
Expected it to work immediately but it requires a SIM card in order to take pics
","Reviewed in the United States on January 3, 2023",Verified Purchase,,1,-0.1,,0,0
175,Amazon Customer,3.0,Satisfied,"
I am having issues with an SD card but otherwise its good
","Reviewed in the United States on January 27, 2024",Verified Purchase,,0,0.7,,0,0
244,Quill Penman,1.0,do not buy from PROCAM,"
arbitrary fees from refund on procam order, camera would not focus when lens and camera were on autofocus, poor communication, no explanation of partial refund until askedrevoke authorized seller status from this company, terrible experience debating over $25
","Reviewed in the United States on January 27, 2023",Verified Purchase,,0,-0.4,,0,0
189,Awe,3.0,Picture was not good,"
I was expecting a lot from this camera but it’s not worth it for that price.
","Reviewed in the United States on January 27, 2023",Verified Purchase,,0,-0.15,,0,0
5,Griffin Ryker,5.0,Great for hobbyists,"
I really like this camera. I use it to photograph my flowers, landscapes or group photos. Just as a hobby and posting on my personal accounts. I have had it since August 2023. Still trying to learn how all the functions, settings, and lenses work. Low light conditions (dark rooms or outside evening) and inside pictures are little bit harder to capture so adjusting the camera for those situations takes time. I use a tripod for group photos which requires setting up before hand which can be frustrating for people waiting. The self timer setting for photos is 10 seconds a little long for most people but I do like you can set up the amount of photos taken. The weight of the lenses does make me decide which one is easier to carry in my hand. The bigger lens is harder to adjust on the tripod because it always wants to tip down and heavier to hold while taking photos. High humidity will fog up the lenses. I try all the different settings for fun. Manual is a little tricky.
","Reviewed in the United States on January 25, 2024",Verified Purchase,https://m.media-amazon.com/images/I/51Zd5lgMYAL._SY88.jpg,1,0.012097222222222226,"bigger, harder",0,0
19,Thestarshipmabel3,5.0,Perfect to get back,"
I haven't been able to do photography for a while. This was the perfect set up to get back at it. I have all the benefits of manual or if I'm not feeling all the thought process I can set it to auto and have fun. Either way it's perfect.  The battery last forever also which is great. I transfer straight to my iPad for editing.  No issues ever. Get the apps and no issues.
","Reviewed in the United States on January 24, 2024",Verified Purchase,,1,0.475,last,0,0
246,Sofía DlaC,1.0,ATTENTION!!!!! Bought as new and arrives used!!,"
It's the 2nd. time that I bought as new and arrives used!!If you buy this product check everything in detail because You can Buy it as new and isn't!!!  Good luck!
","Reviewed in the United States on January 23, 2023",Verified Purchase,https://m.media-amazon.com/images/I/51OaxoRq+4L._SY88.jpg,0,0.3194247159090909,,0,0
134,Tessa Crane,4.0,Not like new condition,"
Camera has a lot of scratches on the LCD screen and the viewfinder is very dusty/dirty.  Definitely had been used more than I expected for “like new”.
","Reviewed in the United States on January 23, 2023",Verified Purchase,,1,0.14727272727272728,"“, ”",0,0
2,gsivkatasha,5.0,"Great camera, great pictures","
I bought this to replace an old camera that was no longer working well. I'm so happy with this camera! The autofocus works great, but you do have to be patient as it takes a few seconds and you have to wait for it to tell you it's ready (beeps). The colors are nice and bright, and I have to do very little editing on the pictures. Even purple comes out well with this camera.My only complaint is it's a complicated multi-step process to send photos to your phone. I also can't get any computer to recognize the camera when plugged in with a data cable to transfer photos that way. I have to take the SD card out and put that in my computer to pull the photos off, then put the card back in the camera. I've tried everything suggested to get it to work with a data cable, but no computer in our house will see the camera, so we're stuck with the inconvenience of having to pull the card.Overall, however, it's an excellent camera and very easy to use.
","Reviewed in the United States on January 22, 2024",Verified Purchase,,1,0.26568452380952384,"old, excellent, autofocus",1,0
29,Tia,5.0,One of the best purchases in my life,"
Certainly there's better cameras out there that I don't know about, but this camera is my pride and joy. I would get a lens for zooming further out, but it's still an amazing camera. I know nothing about specs or *what* makes this camera so good, I just know that for a beginner like me, it's amazing.
","Reviewed in the United States on January 22, 2024",Verified Purchase,https://m.media-amazon.com/images/I/61+QnMV8ANL._SY88.jpg,1,0.4877551020408163,"amazing, good, camera",2,0
